"","can_name_clean","yr","cst","cst_n","sub","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"587","CARI BOYING",2016,147,"LEYTE 5","REGION VIII","LP",1,NA,NA,"NA; https://www.facebook.com/boyingcari",0,0
"588","CARI CARL",2019,147,"LEYTE 5","REGION VIII","PFP",1,NA,NA,"https://www.facebook.com/CariCarlC",1,0
"589","CARI JOSE CARLOS L",2010,147,"LEYTE 5","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA; https://www.facebook.com/boyingcari",1,0
"590","CARI JOSE CARLOS LORETO",2013,147,"LEYTE 5","VIII","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; https://www.facebook.com/boyingcari",0,0
"591","CARILLO GERRY",2016,75,"CEBU CITY 2","REGION VII","UNA",0,NA,NA,"https://www.facebook.com/gerry.carillo",1,0
"592","CARINGAL BANJO",2019,135,"LAGUNA 2","REGION IV-A","IND",0,NA,NA,"NA",0,0
"593","CARLOS SANTIAGO JR VIVO",2013,90,"CITY OF MUNTINLUPA","NCR - FOURTH DISTRICT","IND",0,NA,NA,NA,0,0
"594","CAROLINO ANTONIO MARAÑA",2013,137,"LAGUNA 4","IV-A","PARTIDO NACIONALISTA",0,NA,NA,"NA; https://www.facebook.com/AttyTonyCarolino",1,0
"595","CAROLINO ATTY TONY",2019,137,"LAGUNA 4","REGION IV-A","NP",0,NA,NA,"NA; https://www.facebook.com/AttyTonyCarolino",0,0
"596","CARONOÑGAN ARTHEL B",2010,188,"PANGASINAN 2","REGION I","PARTIDO LIBERAL NG PILIPINAS",0,NA,"3987954432","NA",0,0
"597","CARPIO JO",2019,63,"CAVITE 5","REGION IV-A","IND",0,NA,NA,NA,0,0
"598","CARRASCO EVANGELINE",2016,44,"CAGAYAN DE ORO 2","REGION X","IND",0,NA,NA,"https://www.facebook.com/attyvangiecarrasco; NA",0,0
"599","CARRASCOSO FERNANDO MA III T",2010,33,"BUKIDNON 2","REGION X","INDEPENDENT",0,NA,NA,NA,0,0
"600","CARREON EUGENIA",2016,79,"CITY OF MAKATI¬†1","NCR¬†-¬†FOURTH¬†DISTRICT","IND",0,NA,NA,NA,0,0
"601","CARRILLO DOC ISLU",2016,114,"ILIGAN","REGION X","IND",0,NA,NA,"NA",0,0
"602","CARTAGENA DAN",2016,124,"ILOILO CITY","REGION VI","UNA",0,NA,"949098503183122432","NA",0,0
"603","CASIMIRO LUIS DE LA ROSA",2013,78,"CITY OF LAS PIÑAS","NCR - FOURTH DISTRICT","IND",0,NA,NA,NA,0,0
"604","CASTELO PRECIOUS",2019,199,"QUEZON CITY 2","NCR - SECOND DISTRICT","NPC",1,NA,NA,"NA; NA; NA; NA; NA; NA",0,0
"605","CASTELO WINSTON T",2010,199,"QUEZON CITY 2","NATIONAL CAPITAL REGION","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1256419681855868928; 889648317180792832; 783982591; 157845501","NA; NA; https://www.facebook.com/WinstonWinnieCastelo",1,1
"606","CASTELO WINSTON T",2013,199,"QUEZON CITY 2","NCR - SECOND DISTRICT","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1256419681855868928; 889648317180792832; 783982591; 157845501","NA; NA; https://www.facebook.com/WinstonWinnieCastelo",1,1
"607","CASTELO WINSTON T",2016,199,"QUEZON CITY 2","NCR¬†-¬†SECOND¬†DISTRICT","LP",1,NA,"1256419681855868928; 889648317180792832; 783982591; 157845501","NA; NA; https://www.facebook.com/WinstonWinnieCastelo",1,1
"608","CASTILLO BELLAFLOR ANGARA",2013,13,"AURORA","III","LABAN NG DEMOKRATIKONG PILIPINO",1,NA,NA,"NA; NA; https://www.facebook.com/CongBellaAngaraCastillo",1,0
"609","CASTILLO GERARD ALIWALAS",2013,81,"CITY OF MANDALUYONG","NCR - SECOND DISTRICT","IND",0,NA,NA,NA,0,0
"610","CASTILLO JESSIE BANAYAD",2013,60,"CAVITE 2","IV-A","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA",0,0
"611","CASTILLO JOSE",2016,87,"CITY OF MANILA 6","NATIONAL¬†CAPITAL¬†REGION","IND",0,NA,NA,NA,0,0
"612","CASTOR TAN LYCEL B",2010,242,"ZAMBOANGA SIBUGAY 1","REGION IX","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,"NA; NA",0,0
"613","CASTRO FREDENIL HERNAEZ",2013,57,"CAPIZ 2","VI","NUP",1,NA,NA,"https://www.facebook.com/OtoCastroGugma",1,0
"614","CASTRO GAUDENCIO",2016,174,"NUEVA ECIJA 3","REGION III","IND",0,NA,NA,NA,0,0
"615","CASTRO JANE T",2010,57,"CAPIZ 2","REGION VI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,NA,0,0
"616","CASTRO OTO",2016,57,"CAPIZ 2","REGION VI","NUP",1,NA,NA,"https://www.facebook.com/OtoCastroGugma",0,0
"617","CASTRO OTO",2019,57,"CAPIZ 2","REGION VI","NUP",1,NA,NA,"https://www.facebook.com/OtoCastroGugma",0,0
"618","CASUGA DANIEL M",2010,88,"CITY OF MARIKINA 1","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,NA,0,0
"619","CASURRA ALFONSO S",2010,224,"SURIGAO DEL NORTE 2","REGION XIII (CARAGA)","PARTIDO NACIONALISTA",0,NA,"1254360901","NA; https://www.facebook.com/PONSCasurraOfficial; https://www.facebook.com/MAYOR-ALFONSO-S-CASURRA-283776088613; https://www.facebook.com/PonsCasurra",1,0
"620","CATACUTAN REYNALDO L",2010,231,"TARLAC 3","REGION III","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; https://www.facebook.com/reynaldolopezcatacutan",1,0
"621","CATACUTAN TANY V",2010,47,"CALOOCAN CITY 2","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,"NA; NA",0,0
"622","CATAMCO NANCY A",2010,97,"NORTH COTABATO 2","REGION XII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"163856817; 1153465511872618496; 543137562","https://www.facebook.com/Nancy-A-Catamco-295222956792; https://www.facebook.com/GovNancyACatamco",1,1
"623","CATAMCO NANCY A",2013,97,"COTABATO (NORTH COT.) 2","XII","PARTIDO LIBERAL NG PILIPINAS",1,NA,"163856817; 1153465511872618496; 543137562","https://www.facebook.com/Nancy-A-Catamco-295222956792; https://www.facebook.com/GovNancyACatamco",1,1
"624","CATAMCO NANCY A",2016,97,"COTABATO (NORTH COT.) 2","REGION XII","LP",1,NA,"163856817; 1153465511872618496; 543137562","https://www.facebook.com/Nancy-A-Catamco-295222956792; https://www.facebook.com/GovNancyACatamco",1,1
"625","CAUSING LYNDALE",2019,217,"SOUTH COTABATO 2","REGION XII","IND",0,NA,NA,"NA; NA; https://www.facebook.com/Lyndale.Causing.2ndDistrito",1,0
"626","CAYABYAB MARIO",2016,86,"CITY OF MANILA 5","NATIONAL¬†CAPITAL¬†REGION","WPP",0,NA,NA,NA,0,0
"627","CAYABYAB MARIO FLORES",2013,86,"CITY OF MANILA 5","NCR - FIRST DISTRICT","IND",0,NA,NA,NA,0,0
"628","CAYANAN MONTANO",2016,175,"NUEVA ECIJA 4","REGION III","IND",0,NA,NA,NA,0,0
"629","CAYETANO ALAN PETER",2019,228,"TAGUIG CITY-PATEROS","NCR","NP",0,"former Secretary of Foreign Affairs (2017 - 2018)","1181180035; 929042913614446592; 399268875","NA; https://www.facebook.com/alanpetercayetano",1,1
"630","CAYETANO ATE LANI",2019,227,"TAGUIG CITY","NCR","NP",1,NA,NA,"NA; https://www.facebook.com/officiallanicayetano",1,0
"631","CAYETANO LINO SCHRAMM",2013,227,"TAGUIG CITY","NCR - FOURTH DISTRICT","PARTIDO NACIONALISTA",1,NA,"149853447","NA; https://www.facebook.com/DirekLinoCayetano",1,1
"632","CAYETANO PIA",2016,227,"TAGUIG CITY","NCR","NP",1,NA,"41991527","NA; https://www.facebook.com/piacayetanoofficial",1,1
"633","CAYETANO RENE CARL S",2010,238,"TAGUIG CITY - PATEROS","NATIONAL CAPITAL REGION","PARTIDO NACIONALISTA",0,NA,"310092266","NA",0,1
"634","CAÑA LYNDON PIZAÑA",2013,14,"BACOLOD CITY 6","VI","IND",0,NA,"971242231; 1160780838","NA; https://www.facebook.com/Atty-Lyndon-Cana-1326097284081725; NA",1,0
"635","CAÑETE PAULUS",2016,72,"CEBU 6","REGION VII","1 CEBU",0,NA,NA,"NA",0,0
"636","CEBUALA BIENVENIDO M",2010,4,"AGUSAN DEL SUR 1","REGION XIII (CARAGA)","INDEPENDENT",0,NA,NA,NA,0,0
"637","CEJOCO CONRAD",2016,226,"SURIGAO DEL SUR 2","REGION XIII","UNA",0,NA,NA,NA,0,0
"638","CELERIDAD VIC",2016,91,"CITY OF PARAÑAQUE 1","NCR¬†-¬†FOURTH¬†DISTRICT","IND",0,NA,NA,NA,0,0
"639","CELESTE JESUS",2016,187,"PANGASINAN 1","REGION I","NPC",1,NA,NA,"NA",0,0
"640","CELESTE JESUS D",2010,187,"PANGASINAN 1","REGION I","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA",0,0
"641","CELESTE JESUS DEL FIERRO",2013,187,"PANGASINAN 1","I","NATIONALIST PEOPLE'S COALITION",1,NA,NA,"NA",0,0
"642","CELESTE NOLI",2019,187,"PANGASINAN 1","REGION I","NP",1,NA,NA,"NA; https://www.facebook.com/arnoldnoliceleste",0,0
"643","CELIS DADAY",2016,68,"CEBU 2","REGION VII","1 CEBU",0,NA,NA,NA,0,0
"644","CERAFICA ALLAN",2019,228,"TAGUIG CITY-PATEROS","NCR","PDP-LABAN",1,NA,NA,"NA; https://www.facebook.com/kapallancerafica",0,0
"645","CERAFICA ARNEL",2016,228,"TAGUIG CITY-PATEROS","NCR","LP",1,NA,NA,"NA; NA; NA",0,0
"646","CERAFICA ARNEL M",2010,238,"TAGUIG CITY - PATEROS","NATIONAL CAPITAL REGION","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; NA; NA",0,0
"647","CERAFICA ARNEL MENDIOLA",2013,228,"TAGUIG-PATEROS","NCR - FOURTH DISTRICT","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; NA; NA",0,0
"648","CERILLES ANTONIO",2019,241,"ZAMBOANGA DEL SUR 2","REGION IX","NPC",0,NA,NA,"NA; NA",0,0
"649","CERILLES AURORA E",2010,241,"ZAMBOANGA DEL SUR 2","REGION IX","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"1041487612626653184","https://www.facebook.com/AuroraECerilles",1,0
"650","CERILLES AURORA E",2013,241,"ZAMBOANGA DEL SUR 2","IX","NATIONALIST PEOPLE'S COALITION",1,NA,"1041487612626653184","https://www.facebook.com/AuroraECerilles",1,0
"651","CERILLES AURORA E",2016,241,"ZAMBOANGA DEL SUR 2","REGION IX","NPC",1,NA,"1041487612626653184","https://www.facebook.com/AuroraECerilles",1,0
"652","CEROJANO ERIC A",2010,61,"CAVITE 3","REGION IV-A","KILUSANG BAGONG LIPUNAN",0,NA,NA,NA,0,0
"653","CESANTE RONNIE",2019,68,"CEBU 2","REGION VII","PDP-LABAN",0,NA,NA,"https://www.facebook.com/RonnieCesante",0,0
"654","CHAMOS THOMAS L",2010,26,"BENGUET","CORDILLERA ADM. REGION","INDEPENDENT",0,NA,"70412275","NA",0,0
"655","CHATO LIWAYWAY",2016,49,"CAMARINES NORTE 2","REGION V","NPC",0,NA,NA,"NA; https://www.facebook.com/liwaywayvinzonschato2016; https://www.facebook.com/Liwayway-Vinzons-Chato-343761459617804",0,0
"656","CHATO LIWAYWAY",2019,49,"CAMARINES NORTE 2","REGION V","KB",0,NA,NA,"NA; https://www.facebook.com/liwaywayvinzonschato2016; https://www.facebook.com/Liwayway-Vinzons-Chato-343761459617804",0,0
"657","CHATO LIWAYWAY VINZONS",2013,49,"CAMARINES NORTE 2","V","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; https://www.facebook.com/liwaywayvinzonschato2016; https://www.facebook.com/Liwayway-Vinzons-Chato-343761459617804",0,0
"658","CHATTO EDGAR",2019,29,"BOHOL 1","REGION VII","LP",1,NA,"967282877984522240","NA; https://www.facebook.com/edgardochatto; NA",1,0
"659","CHIONGBIAN ROY L",2010,212,"SARANGANI","REGION XII","SARANGANI RECONCILIATION AND REFORMATION ORGANIZATION",0,NA,NA,NA,0,0
"660","CHIPECO JOAQUIN JR MONTAÑANO",2013,135,"LAGUNA 2","IV-A","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"https://www.facebook.com/congJunchipeco",1,0
"661","CHIPECO JUN",2016,135,"LAGUNA 2","REGION IV-A","LP",1,NA,NA,"https://www.facebook.com/congJunchipeco",0,0
"662","CHIPECO JUN",2019,45,"CALAMBA","REGION IV-A","NP",1,NA,NA,"https://www.facebook.com/congJunchipeco",0,0
"663","CHIPECO JUSTIN MARC S",2010,135,"LAGUNA 2","REGION IV-A","PARTIDO NACIONALISTA",1,NA,"2234111970","NA; https://www.facebook.com/attyjustinmarcsbchipeco",1,1
"664","CHONG GLENN A",2010,27,"BILIRAN","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,"1095527477600899072","NA; https://www.facebook.com/AttyGlennChongForSenator",1,0
"665","CHONG GLENN A",2013,27,"BILIRAN","VIII","PWERSA NG MASANG PILIPINO",0,NA,"1095527477600899072","NA; https://www.facebook.com/AttyGlennChongForSenator",1,0
"666","CHUA ARTHUR",2019,118,"ILOCOS SUR 2","REGION I","PDP-LABAN",0,NA,NA,NA,0,0
"667","CHUA CHARLIE GARCIA",2013,184,"PAMPANGA 2","III","IND",0,NA,NA,"NA",0,0
"668","CHUNGALAO SOLOMON",2016,113,"IFUGAO","CORDILLERA¬†ADM.¬†REGION","IND",0,NA,NA,"https://www.facebook.com/solomonchungalao",0,0
"669","CHUNGALAO SOLOMON",2019,113,"IFUGAO","CORDILLERA ADM. REGION","NPC",1,NA,NA,"https://www.facebook.com/solomonchungalao",0,0
"670","CHUNGALAO SOLOMON RAMIREZ",2013,113,"IFUGAO","CAR","IND",0,NA,NA,"https://www.facebook.com/solomonchungalao",1,0
"671","CLARETE ERNIE D",2010,155,"MISAMIS OCCIDENTAL 1","REGION X","PARTIDO NACIONALISTA",0,NA,NA,NA,0,0
"672","CLARETE MARINA",2016,155,"MISAMIS OCCIDENTAL 1","REGION X","NP",0,NA,NA,"NA",0,0
"673","CLEMENCIO FELICIANO B",2010,143,"LEYTE 1","REGION VIII","INDEPENDENT",0,NA,NA,"https://www.facebook.com/kaugophanleyteno; NA",0,0
"674","CLEMENCIO FIEL",2016,143,"LEYTE 1","REGION VIII","IND",0,NA,NA,"https://www.facebook.com/kaugophanleyteno; NA",0,0
"675","CLIMACO ABELARDO JR AZCARRAGA",2013,236,"ZAMBOANGA CITY 2","IX","IND",0,NA,NA,"NA",0,0
"676","CLIMACO CESAR JR FLORETA",2013,235,"ZAMBOANGA CITY 1","IX","IND",0,NA,"1171361576","NA; NA; https://www.facebook.com/Cesar-Juni-Climaco-114786527367593; NA",0,0
"677","CLIMACO CESAR JR FLORETA",2016,235,"ZAMBOANGA CITY 1","REGION IX","IND",0,NA,"1171361576","NA; NA; https://www.facebook.com/Cesar-Juni-Climaco-114786527367593; NA",0,0
"678","CLIMACO CESAR JR FLORETA",2019,235,"ZAMBOANGA CITY 1","REGION IX","IND",0,NA,"1171361576","NA; NA; https://www.facebook.com/Cesar-Juni-Climaco-114786527367593; NA",0,0
"679","CLIMACO MARIA ISABELLE G",2010,235,"ZAMBOANGA CITY 1","REGION IX","PARTIDO LIBERAL NG PILIPINAS",1,NA,"991995266","https://www.facebook.com/bengclimaco",1,1
"680","CLOMA ART",2019,216,"SOUTH COTABATO 1","REGION XII","NPC",0,NA,NA,"https://www.facebook.com/AttyArtCloma",0,0
"681","CO SAMUEL SY",2013,240,"ZAMBOANGA DEL SUR 1","IX","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"682","CODILLA ERIC CAPAHI",2013,146,"LEYTE 4","VIII","LAKAS-CHRISTIAN MUSLIM DEMOCRATS",0,NA,NA,"NA; https://www.facebook.com/ericbeboyc",0,0
"683","CODILLA EUFROCINO JR C",2010,146,"LEYTE 4","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,"NA; NA",0,0
"684","CODILLA VIOLY",2016,146,"LEYTE 4","REGION VIII","AKSYON",0,NA,NA,"NA; NA",0,0
"685","CODILLA WINNIE",2019,146,"LEYTE 4","REGION VIII","LAKAS-CMD",0,NA,NA,"NA; NA",0,0
"686","COJUANGCO CARMEN S",2010,191,"PANGASINAN 5","REGION I","NATIONALIST PEOPLE'S COALITION",1,NA,"265165844","NA",0,1
"687","COJUANGCO CARMEN S",2013,191,"PANGASINAN 5","I","NATIONALIST PEOPLE'S COALITION",1,NA,"265165844","NA",0,1
"688","COJUANGCO CARMEN S",2016,191,"PANGASINAN 5","REGION I","NPC",0,NA,"265165844","NA",0,1
"689","COJUANGCO CHARLIE",2016,229,"TARLAC 1","REGION III","NPC",1,NA,NA,"NA",0,0
"690","COJUANGCO CHARLIE",2019,229,"TARLAC 1","REGION III","NPC",1,NA,NA,"NA",0,0
"691","COJUANGCO ENRIQUE M",2010,229,"TARLAC 1","REGION III","NATIONALIST PEOPLE'S COALITION",1,NA,NA,NA,0,0
"692","COJUANGCO ENRIQUE MURPHY",2013,229,"TARLAC 1","III","NATIONALIST PEOPLE'S COALITION",1,NA,NA,NA,0,0
"693","COLLANTES MA THERESA",2016,22,"BATANGAS 3","REGION IV-A","LP",1,NA,NA,"NA; https://www.facebook.com/congmaitetcollantes",0,0
"694","COLLANTES MA THERESA",2019,22,"BATANGAS 3","REGION IV-A","PDP-LABAN",1,NA,NA,"NA; https://www.facebook.com/congmaitetcollantes",0,0
