"","can_name_clean","yr","cst","cst_n","sub","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"1521","MACABANGEN LOWELL",2016,149,"MAGUINDANAO 2","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","NPC",0,NA,"887912995","NA; https://www.facebook.com/Lowell-Macabangen-for-Congressman-Movement-2016-363128643857410",0,0
"1522","MACAPAGAL ARROYO GLORIA M",2010,184,"PAMPANGA 2","REGION III","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,"former President (2001 - 2010); former Speaker of the House (2018 - 2019); former Secretary of Social Welfare and Devlopment (1998 - 2000)","881396563066535808; 58492768; 28941472","NA; NA; NA; https://www.facebook.com/President-Gloria-Macapagal-Arroyo-106858983263; NA; https://www.facebook.com/GMABeat",1,1
"1523","MACAPAGAL ARROYO GLORIA M",2013,184,"PAMPANGA 2","III","LAKAS-CHRISTIAN MUSLIM DEMOCRATS",1,"former President (2001 - 2010); former Speaker of the House (2018 - 2019); former Secretary of Social Welfare and Devlopment (1998 - 2000)","881396563066535808; 58492768; 28941472","NA; NA; NA; https://www.facebook.com/President-Gloria-Macapagal-Arroyo-106858983263; NA; https://www.facebook.com/GMABeat",1,1
"1524","MACAPAGAL ARROYO GLORIA M",2016,184,"PAMPANGA 2","REGION III","LAKAS-CMD",1,"former President (2001 - 2010); former Speaker of the House (2018 - 2019); former Secretary of Social Welfare and Devlopment (1998 - 2000)","881396563066535808; 58492768; 28941472","NA; NA; NA; https://www.facebook.com/President-Gloria-Macapagal-Arroyo-106858983263; NA; https://www.facebook.com/GMABeat",1,1
"1525","MACAPAGAL MICHAEL TED",2016,233,"ZAMBALES 1","REGION III","PDP-LABAN",0,NA,NA,"NA; NA",0,0
"1526","MACARAMBON BENASING JR ONAYAN",2013,141,"LANAO DEL SUR 2","ARMM","PDP",0,NA,"801785946953744384","https://www.facebook.com/official.bmj.page; NA",0,0
"1527","MACARAMBON FIAT",2019,140,"LANAO DEL SUR 1","AUTONOMOUS REGION IN MUSLIM MINDANAO","PDP-LABAN",0,NA,"345487912","NA; NA; NA",0,0
"1528","MACARAMBON FROXY",2019,141,"LANAO DEL SUR 2","AUTONOMOUS REGION IN MUSLIM MINDANAO","NP",0,NA,"373175567","https://www.facebook.com/aksyonmanfroxy",0,0
"1529","MACAS BONNIE",2019,155,"MISAMIS OCCIDENTAL 1","REGION X","PDDS",0,NA,NA,NA,0,0
"1530","MACASA CONRADO SR O",2010,111,"EASTERN SAMAR","REGION VIII","INDEPENDENT",0,NA,NA,NA,0,0
"1531","MACEDA EDWARD",2016,85,"CITY OF MANILA 4","NATIONAL¬†CAPITAL¬†REGION","AM",1,NA,NA,"NA; https://www.facebook.com/Team-Congressman-Edward-Maceda-1003023429778092",1,0
"1532","MACEDA EDWARD",2019,85,"CITY OF MANILA 4","NATIONAL CAPITAL REGION","PMP",1,NA,NA,"NA; https://www.facebook.com/Team-Congressman-Edward-Maceda-1003023429778092",1,0
"1533","MACIAS ERWIN",2016,168,"NEGROS ORIENTAL 2","REGION VII","NUP",0,NA,NA,"NA; https://www.facebook.com/maciaskumbati",0,0
"1534","MACROHON NUÑO LILIA",2016,236,"ZAMBOANGA CITY 2","REGION IX","NP",0,NA,NA,"NA; https://www.facebook.com/Lilia-and-Lilibeth-Macrohon-Nuño-978347705618984",0,0
"1535","MADAMBA LORENZO",2016,116,"ILOCOS NORTE 2","REGION I","IND",0,NA,NA,NA,0,0
"1536","MADAMBA LORENZO SACRO",2013,116,"ILOCOS NORTE 2","I","IND",0,NA,NA,NA,0,0
"1537","MADLANSACAY RUBEN",2016,63,"CAVITE 5","REGION IV-A","NP",0,NA,NA,"NA",0,0
"1538","MADRID JOSE",2016,207,"ROMBLON","REGION IV-B","UNA",0,NA,NA,NA,0,0
"1539","MADRONA BUDOY",2019,207,"ROMBLON","REGION IV-B","NP",1,NA,NA,"https://www.facebook.com/congbudoymadrona",0,0
"1540","MADRONA ELEANDRO JESUS F",2010,207,"ROMBLON","REGION IV-B","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"https://www.facebook.com/congbudoymadrona",1,0
"1541","MADRONA ELEANDRO JESUS FABIC",2013,207,"ROMBLON","IV-B","PARTIDO NACIONALISTA",1,NA,NA,"https://www.facebook.com/congbudoymadrona",0,0
"1542","MADRONA EMMANUEL",2016,207,"ROMBLON","REGION IV-B","NP",1,NA,NA,"https://www.facebook.com/EmannuelTotoMadrona",0,0
"1543","MAGALONA RODOLFO J",2010,165,"NEGROS OCCIDENTAL 5","REGION VI","INDEPENDENT",0,NA,NA,NA,0,0
"1544","MAGANTO FAITH CASTILLO",2013,86,"CITY OF MANILA 5","NCR - FIRST DISTRICT","NATIONALIST PEOPLE'S COALITION",0,NA,NA,NA,0,0
"1545","MAGAT MARIO JR S",2010,29,"BOHOL 1","REGION VII","INDEPENDENT",0,NA,NA,NA,0,0
"1546","MAGDATO WALTER LORENO",2013,9,"ALBAY 2","V","IND",0,NA,NA,NA,0,0
"1547","MAGLANQUE RENE E",2010,186,"PAMPANGA 4","REGION III","NATIONALIST PEOPLE'S COALITION",0,NA,"1622409463","NA; https://www.facebook.com/Rene-E-Maglanque-152849564912263",0,0
"1548","MAGSAYSAY JESUS VICENTE II HABANA",2013,233,"ZAMBALES 1","III","UNA",0,NA,NA,NA,0,0
"1549","MAGSAYSAY MARIA MILAGROS E H",2010,233,"ZAMBALES 1","REGION III","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"188254114","NA; https://www.facebook.com/mitoshmagsaysay",1,1
"1550","MAGSAYSAY MARIA MILAGROS E H",2019,233,"ZAMBALES 1","REGION III","PFP",0,NA,"188254114","NA; https://www.facebook.com/mitoshmagsaysay",1,1
"1551","MAGSOMBOL FORTUNATA C",2010,91,"CITY OF PARAÑAQUE 1","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,NA,0,0
"1552","MAGSOMBOL FORTUNATA C",2010,92,"CITY OF PARAÑAQUE 2","NATIONAL CAPITAL REGION","INDEPENDENT",0,"should be in district 1",NA,NA,0,0
"1553","MAGTUTO NONOY VILLAFUERTE",2019,53,"CAMARINES SUR 4","REGION V","NP",0,NA,NA,"NA",0,0
"1554","MAHINAY MAKILITO B",2010,75,"CEBU CITY (CAPITAL) 2","REGION VII","INDEPENDENT",0,NA,NA,"NA; https://www.facebook.com/makilitob.mahinay",1,0
"1555","MAHIPUS DIOSDADO A A",2010,102,"DAVAO CITY 2","REGION XI","PARTIDO DEMOKRATIKO PILIPINO-LAKAS NG BAYAN",0,NA,NA,"NA; https://www.facebook.com/DIOSDADO-MAHIPUS-43921141603",0,0
"1556","MAHIPUS EMMANUEL ANIMO",2013,99,"DAVAO (DAVAO DEL NORTE) 1","XI","IND",0,NA,"740897941","NA; NA",0,1
"1557","MAHIPUS EMMANUEL ANIMO",2016,99,"DAVAO DEL NORTE 1","REGION XI","IND",0,NA,"740897941","NA; NA",0,1
"1558","MALABANAN DAMSY",2016,177,"OCCIDENTAL MINDORO","REGION IV-B","UNA",0,NA,NA,"NA",0,0
"1559","MALABOR MANSUETO A",2010,124,"ILOILO CITY (CAPITAL)","REGION VI","INDEPENDENT",0,NA,NA,NA,0,0
"1560","MALANA DANNY",2016,17,"BATAAN 1","REGION III","AKSYON",0,NA,NA,NA,0,0
"1561","MALANYAON CORA",2019,108,"DAVAO ORIENTAL 1","REGION XI","NP",1,NA,NA,"NA",0,0
"1562","MALANYAON CORAZON",2016,108,"DAVAO ORIENTAL 1","REGION XI","NP",1,NA,NA,"NA",0,0
"1563","MALAPITAN DALE GONZALO RIGOR",2013,46,"CALOOCAN CITY 1","NCR - THIRD DISTRICT","UNA",0,NA,"861312906","NA; https://www.facebook.com/malapitan.along",0,1
"1564","MALAPITAN DALE GONZALO RIGOR",2016,46,"CALOOCAN¬†1","NCR¬†-¬†THIRD¬†DISTRICT","LP",1,NA,"861312906","NA; https://www.facebook.com/malapitan.along",0,1
"1565","MALAPITAN DALE GONZALO RIGOR",2019,46,"CALOOCAN 1","NCR - THIRD DISTRICT","PDP-LABAN",1,NA,"861312906","NA; https://www.facebook.com/malapitan.along",0,1
"1566","MALAPITAN OSCAR G",2010,46,"CALOOCAN CITY 1","NATIONAL CAPITAL REGION","PARTIDO NACIONALISTA",1,NA,"1247707622","NA; NA; https://www.facebook.com/MayorOscarocaMalapitan",0,1
"1567","MALIKSI ERINEO S",2010,61,"CAVITE 3","REGION IV-A","PARTIDO LIBERAL NG PILIPINAS",1,NA,"1057548624056352768","NA; NA; https://www.facebook.com/govayongmaliksi; https://www.facebook.com/maliksiayong",1,0
"1568","MALIWAT RICHARD D",2010,172,"NUEVA ECIJA 1","REGION III","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"1569","MALLARES NARZAL B",2010,11,"ANTIQUE","REGION VI","AKSYON DEMOKRATIKO",0,NA,"3686277072","NA",0,0
"1570","MALLARES NARZAL B",2016,11,"ANTIQUE","REGION VI","WPP",0,NA,"3686277072","NA",0,0
"1571","MALLARI REGINO",2019,186,"PAMPANGA 4","REGION III","IND",0,NA,NA,NA,0,0
"1572","MAMALO ROGER",2016,149,"MAGUINDANAO 2","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","IND",0,NA,NA,NA,0,0
"1573","MAMBA FRANCISCO JR N",2010,42,"CAGAYAN 3","REGION II","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA",0,0
"1574","MAMING ANTONIO",2019,6,"AKLAN 1","REGION VI","IND",0,NA,NA,"https://www.facebook.com/Governor-Antonio-Antong-Tumaob-Maming-199306030105968",0,0
"1575","MAMING ANTONIO TUMA OB",2013,6,"AKLAN","VI","UNA",0,NA,NA,"https://www.facebook.com/Governor-Antonio-Antong-Tumaob-Maming-199306030105968",0,0
"1576","MANALO TEOFILO B",2010,13,"AURORA","REGION III","INDEPENDENT",0,NA,NA,NA,0,0
"1577","MANALO TEOFILO BELEN",2013,13,"AURORA","III","IND",0,NA,NA,NA,0,0
"1578","MANAO ROY LAWAGAN",2013,159,"MOUNTAIN PROVINCE","CAR","NATIONALIST PEOPLE'S COALITION",0,NA,"1629112963","NA",0,0
"1579","MANAOIS WINKY",2019,190,"PANGASINAN 4","REGION I","IND",0,NA,NA,NA,0,0
"1580","MANATAD ROLANDO ANDY L",2010,30,"BOHOL 2","REGION VII","PWERSA NG MASANG PILIPINO",0,NA,NA,NA,0,0
"1581","MANCAO CEZAR II O",2010,104,"COMPOSTELA VALLEY 1","REGION XI","AKSYON DEMOKRATIKO",0,NA,NA,"NA",0,0
"1582","MANDAC RONNIE",2016,115,"ILOCOS NORTE 1","REGION I","UNA",0,NA,NA,NA,0,0
"1583","MANDANAS HERMILANDO I",2010,21,"BATANGAS 2","REGION IV-A","PARTIDO LIBERAL NG PILIPINAS",1,NA,"730040650998026240","NA; https://www.facebook.com/DoDoMandanas; https://www.facebook.com/governor.dodo.mandanas",1,1
"1584","MANDO YUSOPH JANANG",2013,16,"BASILAN","ARMM","PDP",0,NA,"1362392000222269440","NA; https://www.facebook.com/YusophMandoOnTheGo; https://www.facebook.com/OfficeOfCommissionerYusophMando",0,0
"1585","MANGAOANG ALLEN JESSE",2016,131,"KALINGA","CORDILLERA¬†ADM.¬†REGION","LP",1,NA,NA,"https://www.facebook.com/sonnymangaoangofficialpage; https://www.facebook.com/Allen-Jesse-SONNY-Capuyan-Mangaoang-438436829573496; NA",1,0
"1586","MANGAOANG SONNY",2019,131,"KALINGA","CORDILLERA ADM. REGION","NP",1,NA,NA,"https://www.facebook.com/sonnymangaoangofficialpage; https://www.facebook.com/Allen-Jesse-SONNY-Capuyan-Mangaoang-438436829573496; NA",0,0
"1587","MANGUDADATU ESMAEL",2019,149,"MAGUINDANAO 2","AUTONOMOUS REGION IN MUSLIM MINDANAO","PDP-LABAN",1,NA,"1161342941287182336; 334429990","NA; NA; https://www.facebook.com/TotoMangudadatuOfficial; https://www.facebook.com/CongMangudadatu",1,1
"1588","MANGUDADATU PAX PAKUNG S",2010,219,"SULTAN KUDARAT 1","REGION XII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,"NA; NA",0,0
"1589","MANGUDADATU TENG",2016,219,"SULTAN KUDARAT 1","REGION XII","PTM",1,NA,NA,"NA; https://www.facebook.com/GovTengMangudadatu",0,0
"1590","MANGUDADATU ZAJID GAGUIL",2013,149,"MAGUINDANAO 2","ARMM","PARTIDO LIBERAL NG PILIPINAS",1,NA,"999275102364561408","NA; https://www.facebook.com/dongmangudadatuph; https://www.facebook.com/DongMangudadatu",1,1
"1591","MANGUDADATU ZAJID GAGUIL",2016,149,"MAGUINDANAO 2","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","LP",1,NA,"999275102364561408","NA; https://www.facebook.com/dongmangudadatuph; https://www.facebook.com/DongMangudadatu",1,1
"1592","MANGUI OB PASTOR POYONG",2016,108,"DAVAO ORIENTAL 1","REGION XI","NPC",0,NA,NA,"https://www.facebook.com/PastorPoyong",1,0
"1593","MANICIO JUNPUTIK",2019,62,"CAVITE 4","REGION IV-A","IND",0,NA,NA,"NA",0,0
"1594","MANTELE GENERAL",2019,62,"CAVITE 4","REGION IV-A","PFP",0,NA,NA,"NA; NA; NA",0,0
"1595","MANUEL ROLY ABALOS",2013,15,"BAGUIO CITY","CAR","IND",0,NA,NA,NA,0,0
"1596","MANZANO ALEN",2016,62,"CAVITE 4","REGION IV-A","IND",0,NA,NA,"NA",0,0
"1597","MANZANO EDU",2019,211,"SAN JUAN","NCR - SECOND DISTRICT","PMP",0,NA,"468997099","NA; https://www.facebook.com/EduManzanoOfficial",1,1
"1598","MAPANDI SITTIE NADJIYA",2019,139,"LANAO DEL NORTE 2","REGION X","IND",0,NA,NA,NA,0,0
"1599","MARAVILLAS DANILO",2016,9,"ALBAY 2","REGION V","IND",0,NA,NA,NA,0,0
"1600","MARAVILLAS SANTIAGO",2016,161,"NEGROS OCCIDENTAL 1","REGION VI","LP",0,NA,NA,"NA",0,0
"1601","MARAÑON ALFREDO III D",2010,162,"NEGROS OCCIDENTAL 2","REGION VI","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA",0,0
"1602","MARCOS IMELDA",2016,116,"ILOCOS NORTE 2","REGION I","NP",1,NA,NA,"NA; https://www.facebook.com/Imelda-Romualdez-Marcos-429607260467708",0,0
"1603","MARCOS IMELDA R",2010,116,"ILOCOS NORTE 2","REGION I","KILUSANG BAGONG LIPUNAN",1,NA,NA,"NA; https://www.facebook.com/Imelda-Romualdez-Marcos-429607260467708",1,0
"1604","MARCOS IMELDA ROMUALDEZ",2013,116,"ILOCOS NORTE 2","I","KILUSANG BAGONG LIPUNAN",1,NA,NA,"NA; https://www.facebook.com/Imelda-Romualdez-Marcos-429607260467708",0,0
"1605","MARCOS MARIO",2019,10,"ALBAY 3","REGION V","IND",0,NA,NA,"NA; NA",0,0
"1606","MARIANO CLARITA C",2010,173,"NUEVA ECIJA 2","REGION III","PHILIPPINE GRREN REPUBLICAN PARTY",0,NA,NA,NA,0,0
"1607","MARIQUIT BENJAMIN N",2010,198,"QUEZON CITY 1","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,NA,0,0
"1608","MARIÑO MARVEY",2016,24,"BATANGAS 5","REGION IV-A","LP",1,NA,NA,"https://www.facebook.com/congmarvey; NA; NA; NA; NA; https://www.facebook.com/Marvey-A-Mariño-788206901311104",1,0
"1609","MARIÑO MARVEY",2019,24,"BATANGAS 5","REGION IV-A","NP",1,NA,NA,"https://www.facebook.com/congmarvey; NA; NA; NA; NA; https://www.facebook.com/Marvey-A-Mariño-788206901311104",1,0
"1610","MAROHOM MOHAMMAD HAFEZ",2016,141,"LANAO DEL SUR 2","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","NPC",0,NA,NA,NA,0,0
"1611","MARQUEZ CARLITO",2019,6,"AKLAN 1","REGION VI","NPC",1,NA,NA,"NA; https://www.facebook.com/congressmancarlitomarquez",0,0
"1612","MARQUEZ FEDERICO S",2010,77,"CITY OF ANTIPOLO 2","REGION IV-A","NATIONALIST PEOPLE'S COALITION",0,NA,NA,"NA; NA",0,0
"1613","MARQUEZ JOEY PEREZ",2013,92,"CITY OF PARAÑAQUE 2","NCR - FOURTH DISTRICT","IND",0,NA,"527163659","NA; https://www.facebook.com/JoeyTsongMarquez",0,0
"1614","MARQUEZ LITO",2016,6,"AKLAN","REGION VI","NPC",1,NA,NA,"NA; https://www.facebook.com/congressmancarlitomarquez",1,0
"1615","MARTE ERWIN A",2010,33,"BUKIDNON 2","REGION X","PWERSA NG MASANG PILIPINO",0,NA,NA,"NA",0,0
"1616","MARTINEZ ERIC",2016,95,"CITY OF VALENZUELA¬†2","NCR¬†-¬†THIRD¬†DISTRICT","PDP-LABAN",1,NA,NA,"https://www.facebook.com/Congressman-Eric-Martinez-of-Valenzuela-District-2-292293590904555",1,0
"1617","MARTINEZ ERIC",2019,95,"CITY OF VALENZUELA 2","NCR - THIRD DISTRICT","PDP-LABAN",1,NA,NA,"https://www.facebook.com/Congressman-Eric-Martinez-of-Valenzuela-District-2-292293590904555",1,0
"1618","MARTINEZ III CELESTINO A",2010,70,"CEBU 4","REGION VII","PARTIDO LIBERAL NG PILIPINAS",0,NA,"270303103","NA; NA",0,1
"1619","MARTINEZ III CELESTINO A",2013,70,"CEBU 4","VII","PARTIDO LIBERAL NG PILIPINAS",0,NA,"270303103","NA; NA",0,1
"1620","MARTINEZ JOSUE JOSHUA JR",2016,9,"ALBAY 2","REGION V","IND",0,NA,NA,NA,0,0
"1621","MARTINEZ JUNIE",2016,70,"CEBU 4","REGION VII","LP",0,NA,NA,"NA",0,0
"1622","MARTINEZ JUNIE",2019,70,"CEBU 4","REGION VII","NPC",0,NA,NA,"NA",0,0
"1623","MASILANG BOYET",2016,195,"QUEZON 2","REGION IV-A","IND",0,NA,"721516736676167680","NA",0,0
"1624","MASILANG BOYET",2019,195,"QUEZON 2","REGION IV-A","PFP",0,NA,"721516736676167680","NA",0,0
"1625","MASTURA TUCAO",2016,148,"MAGUINDANAO 1","AUTONOMOUS¬†REGION¬†IN¬†MUSLIM¬†MINDANAO","UNA",0,NA,"966103687","NA; NA",0,0
"1626","MATALAM JAAFAR APOLLO MIKHAIL LINTONGAN",2013,149,"MAGUINDANAO 2","ARMM","IND",0,NA,NA,NA,0,0
"1627","MATBA RASHIDIN",2019,232,"TAWI-TAWI","AUTONOMOUS REGION IN MUSLIM MINDANAO","NUP",1,NA,NA,"NA; https://www.facebook.com/CongGovRASHMATBA-2236830983250131",1,0
"1628","MATHAY  ISMAEL III G",2010,199,"QUEZON CITY 2","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,"NA; NA; https://www.facebook.com/Chuck-Mathay-402589685036",0,0
"1629","MATHAY ISMAEL III GANDIONCO",2013,199,"QUEZON CITY 2","NCR - SECOND DISTRICT","IND",0,NA,NA,"NA; NA; https://www.facebook.com/Chuck-Mathay-402589685036",0,0
"1630","MATILLANO EDUARDO SALGO",2013,182,"PALAWAN 3","IV-B","IND",0,NA,NA,"NA",0,0
"1631","MATIONG LEOVIGILDO",2019,7,"AKLAN 2","REGION VI","PFP",0,NA,NA,"NA; https://www.facebook.com/Atty-Lovel-T-Mationg-481346125399321; NA",0,0
"1632","MATUGAS BINGO",2016,223,"SURIGAO DEL NORTE 1","REGION XIII","LP",1,NA,NA,"https://www.facebook.com/bingomatugas",1,0
"1633","MATUGAS BINGO",2019,223,"SURIGAO DEL NORTE 1","REGION XIII","PDP-LABAN",1,NA,NA,"https://www.facebook.com/bingomatugas",1,0
"1634","MATUGAS FRANCISCO T",2010,223,"SURIGAO DEL NORTE 1","REGION XIII (CARAGA)","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,NA,"NA; https://www.facebook.com/lalotiniomatugas",1,0
"1635","MATUGAS FRANCISCO TINIO",2013,223,"SURIGAO DEL NORTE 1","CARAGA","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; https://www.facebook.com/lalotiniomatugas",0,0
"1636","MATUGAS SOL",2019,224,"SURIGAO DEL NORTE 2","REGION XIII","PDP-LABAN",0,NA,NA,"NA; https://www.facebook.com/Sol-Matugas-Heals-Champion-259085727950",1,0
"1637","MAUTE MAMOSAKA",2019,138,"LANAO DEL NORTE 1","REGION X","IND",0,NA,NA,NA,0,0
"1638","MAYAM O PEDRO",2019,113,"IFUGAO","CORDILLERA ADM. REGION","IND",0,NA,NA,"NA; NA",0,0
"1639","MAÑALAC VICENTE TAN",2013,74,"CEBU CITY 1","VII","IND",0,NA,NA,NA,0,0
"1640","MEDIANO KING CONG",2019,136,"LAGUNA 3","REGION IV-A","IND",0,NA,NA,NA,0,0
"1641","MEDINA RANDY",2019,215,"SORSOGON 2","REGION V","LAKAS-CMD",0,NA,NA,NA,0,0
"1642","MEJIA LONG KUYA PACO",2019,50,"CAMARINES SUR 1","REGION V","NP",0,NA,"1278264055040315392","https://www.facebook.com/Long-Mejia-211167175571256; https://www.facebook.com/longkuntilmejia; https://www.facebook.com/MasterLongMejiaVlog",1,0
"1643","MEJIA VICTOR",2016,212,"SARANGANI","REGION XII","KBL",0,NA,NA,NA,0,0
"1644","MELLANA EVELYN P",2010,5,"AGUSAN DEL SUR 2","REGION XIII (CARAGA)","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,"NA; NA",0,0
"1645","MELLANA EVELYN PLAZA",2013,5,"AGUSAN DEL SUR 2","CARAGA","NUP",1,NA,NA,"NA; NA",0,0
"1646","MELLIZA RAMON R",2010,216,"SOUTH COTABATO 1","REGION XII","INDEPENDENT",0,NA,NA,"https://www.facebook.com/AttyMonching",0,0
"1647","MENDEZ DANILO O",2010,30,"BOHOL 2","REGION VII","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"1648","MENDOZA ALFRED S",2010,234,"ZAMBALES 2","REGION III","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",0,NA,NA,NA,0,0
"1649","MENDOZA ANECETO ALCANTARA",2013,19,"BATANES","II","UNA",0,NA,NA,NA,0,0
"1650","MENDOZA GENARO M",2010,230,"TARLAC 2","REGION III","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; https://www.facebook.com/Aro-Mendoza-507062769353834",0,0
"1651","MENDOZA JOAQUIN G",2010,205,"RIZAL 1","REGION IV-A","AKSYON DEMOKRATIKO",0,NA,NA,NA,0,0
"1652","MENDOZA JONJON",2016,38,"BULACAN 3","REGION III","LP",0,NA,NA,"NA; NA; NA",0,0
"1653","MENDOZA JONJON",2019,38,"BULACAN 3","REGION III","PDP-LABAN",0,NA,NA,"NA; NA; NA",0,0
"1654","MENDOZA JOSELITO ANDREW R",2010,38,"BULACAN 3","REGION III","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; NA; NA",0,0
"1655","MENDOZA JOSELITO ANDREW ROXAS",2013,38,"BULACAN 3","III","PARTIDO LIBERAL NG PILIPINAS",1,NA,NA,"NA; NA; NA",0,0
"1656","MENDOZA LAUREANO S",2010,65,"CAVITE 7","REGION IV-A","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,NA,0,0
"1657","MENDOZA MANDING",2016,197,"QUEZON 4","REGION IV-A","IND",0,NA,NA,"NA; NA; NA",0,0
"1658","MENDOZA MARIA ELISA D",2010,94,"CITY OF VALENZUELA 1","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,NA,0,0
"1659","MENDOZA MARK LLANDRO L",2010,23,"BATANGAS 4","REGION IV-A","NATIONALIST PEOPLE'S COALITION",1,NA,"698086094840016896","NA; NA; https://www.facebook.com/ImisBatangas",0,1
"1660","MENDOZA MARK LLANDRO L",2013,23,"BATANGAS 4","IV-A","NATIONALIST PEOPLE'S COALITION",1,NA,"698086094840016896","NA; NA; https://www.facebook.com/ImisBatangas",0,1
"1661","MENDOZA MARK LLANDRO L",2019,23,"BATANGAS 4","REGION IV-A","NPC",0,NA,"698086094840016896","NA; NA; https://www.facebook.com/ImisBatangas",0,1
"1662","MENDOZA NUROLHADI D",2010,238,"ZAMBOANGA DEL NORTE 2","REGION IX","INDEPENDENT",0,NA,NA,NA,0,0
"1663","MENDOZA PEDRITO CANISIO ROXAS",2013,37,"BULACAN 2","III","PARTIDO LIBERAL NG PILIPINAS",0,NA,NA,"NA; NA; https://www.facebook.com/docpetemendoza01",0,0
"1664","MENDOZA VIRGINIA F",2010,77,"CITY OF ANTIPOLO 2","REGION IV-A","INDEPENDENT",0,NA,NA,NA,0,0
"1665","MERCADO DAMIAN GAVIOLA",2013,218,"SOUTHERN LEYTE","VIII","NUP",1,NA,NA,"NA; https://www.facebook.com/Gov-Mian-Mercado-749062111899030",0,0
"1666","MERCADO MA MILAGROS S",2010,47,"CALOOCAN CITY 2","NATIONAL CAPITAL REGION","INDEPENDENT",0,NA,NA,"https://www.facebook.com/CounRoseMercado",1,0
"1667","MERCADO ROGER G",2010,218,"SOUTHERN LEYTE","REGION VIII","LAKAS-KABALIKAT NG MALAYANG PILIPINO-DEMOKRATIKONG KRISTIYANO AT MUSLIM",1,NA,"1587670057; 957377799311974400","NA; NA; https://www.facebook.com/CongressmanRogerMercado",0,1
"1668","MERCADO ROGER G",2016,218,"SOUTHERN LEYTE","REGION VIII","LP",1,NA,"1587670057; 957377799311974400","NA; NA; https://www.facebook.com/CongressmanRogerMercado",0,1
"1669","MERCADO ROGER G",2019,218,"SOUTHERN LEYTE","REGION VIII","LAKAS-CMD",1,NA,"1587670057; 957377799311974400","NA; NA; https://www.facebook.com/CongressmanRogerMercado",0,1
"1670","MERRERA ARSENIO A",2010,188,"PANGASINAN 2","REGION I","INDEPENDENT",0,NA,NA,"NA; NA; NA; NA; NA; https://www.facebook.com/AttyArsenioDindo-Abalos-Merrera-399553247545251",0,0
"1671","MERRERA BUTCH",2019,188,"PANGASINAN 2","REGION I","IND",0,NA,NA,NA,0,0
"1672","MERTO JIMMY",2019,168,"NEGROS ORIENTAL 2","REGION VII","IND",0,NA,NA,"NA",0,0
"1673","MESINA JOHN",2019,79,"CITY OF MAKATI 1","NCR - FOURTH DISTRICT","IND",0,NA,NA,NA,0,0
"1674","MIDTIMBANG NATHANEIL",2019,149,"MAGUINDANAO 2","AUTONOMOUS REGION IN MUSLIM MINDANAO","NP",0,NA,NA,"NA; NA; https://www.facebook.com/Nathaniel-NAT-Midtimbang-473191286547834",0,0
"1675","MIGUEL ANGELO H",2010,111,"EASTERN SAMAR","REGION VIII","INDEPENDENT",0,NA,NA,NA,0,0
"1676","MILLENDEZ ANACLECTO B",2010,101,"DAVAO CITY 1","REGION XI","INDEPENDENT",0,NA,"78522676","NA; NA",0,1
"1677","MINA ORLANDO D",2010,204,"QUIRINO","REGION II","INDEPENDENT",0,NA,NA,NA,0,0
"1678","MIONES DODO",2016,109,"DAVAO ORIENTAL 2","REGION XI","NP",0,NA,NA,"NA; NA",0,0
