"","can_name_clean","yr","sub","cst_n","cst","pty_n","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"836","MOJILIP BUMBURING  WILFRED",2013,"SABAH","DISTRICT 170 (TUARAN)",170,"PARTI KEADILAN RAKYAT",0,"none","732179300","https://www.facebook.com/wbumburing",1,0
"837","MOJURIP BIN DIYUN",2013,"SABAH","DISTRICT 167 (KUDAT)",167,"PARTI MAJU SABAH",0,"none",NA,"NA",0,0
"838","MORDI ANAK BIMOL",2013,"SARAWAK","DISTRICT 192 (MAS GADING)",192,"PARTI TINDAKAN DEMOKRATIK",0,"none",NA,"https://www.facebook.com/MordiBimolDAP",0,0
"839","MORDI BIMOL",2018,"SARAWAK","DISTRICT 192 (MAS GADING)",192,"DEMOCRATIC ACTION PARTY",1,"none",NA,"https://www.facebook.com/MordiBimolDAP",0,0
"840","MUA AMAR GHADAFI JAMAL BIN JAMALUDIN",2013,"PERAK","DISTRICT 057 (PARIT BUNTAR)",57,"BARISAN NASIONAL",0,"none","46085084","https://www.facebook.com/muaamarghadafijamall",1,1
"841","MUHAMAD RIDUAN BIN OTHMAN",2018,"KEDAH","DISTRICT 010 (KUALA KEDAH)",10,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"842","MUHAMAD SAID BIN JONIT",2013,"JOHOR","DISTRICT 155 (TENGGARA)",155,"PARTI ISLAM SE MALAYSIA",0,"none","136841546","NA; NA",0,0
"843","MUHAMAD SOBRI BIN OSMAN",2018,"KEDAH","DISTRICT 017 (PADANG SERAI)",17,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/hajimuhamadsobriosman; NA",1,0
"844","MUHAMMAD BAKHTIAR BIN WAN CHIK",2013,"PULAU PINANG","DISTRICT 053 (BALIK PULAU)",53,"PARTI KEADILAN RAKYAT",0,"none","39417596","https://www.facebook.com/BakhtiarPage",1,1
"845","MUHAMMAD BAKHTIAR BIN WAN CHIK",2018,"PULAU PINANG","DISTRICT 053 (BALIK PULAU)",53,"PARTI KEADILAN RAKYAT",1,"Deputy Minister of Tourism, Arts and Culture","39417596","https://www.facebook.com/BakhtiarPage",1,1
"846","MUHAMMAD IMRAN BIN MUHAMMAD SA AD",2018,"PULAU PINANG","DISTRICT 053 (BALIK PULAU)",53,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"847","MUHAMMAD ISMI BIN MAT TAIB",2013,"PERAK","DISTRICT 069 (PARIT)",69,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/ustazismi",1,0
"848","MUHAMMAD LEO MICHAEL TOYAD ABDULLAH",2013,"SARAWAK","DISTRICT 213 (MUKAH)",213,"BARISAN NASIONAL",1,"none",NA,"NA",0,0
"849","MUHD ZAHID MD ARIP",2018,"PAHANG","DISTRICT 085 (PEKAN)",85,"PARTI KEADILAN RAKYAT",0,"none","991546017626509056","NA",0,0
"850","MUHYIDDIN MOHD YASSIN",2008,"JOHOR","DISTRICT 143 (PAGOH)",143,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Minister of International Trade and Industry; Minister of Education","274322871","https://www.facebook.com/ts.muhyiddin",1,1
"851","MUHYIDDIN MOHD YASSIN",2013,"JOHOR","DISTRICT 143 (PAGOH)",143,"BARISAN NASIONAL",1,"Deputy Prime Minister ; Minister of Education","274322871","https://www.facebook.com/ts.muhyiddin",1,1
"852","MUHYIDDIN MOHD YASSIN",2018,"JOHOR","DISTRICT 143 (PAGOH)",143,"PARTI KEADILAN RAKYAT",1,"Minister of Home Affairs ; 8th Prime Minister of Malaysia","274322871","https://www.facebook.com/ts.muhyiddin",1,1
"853","MUJAHID BIN YUSOF",2008,"PERAK","DISTRICT 057 (PARIT BUNTAR)",57,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none","153266377","https://www.facebook.com/DrMujahidYusofRawa",1,1
"854","MUJAHID BIN YUSOF",2013,"PERAK","DISTRICT 057 (PARIT BUNTAR)",57,"PARTI ISLAM SE MALAYSIA",1,"none","153266377","https://www.facebook.com/DrMujahidYusofRawa",1,1
"855","MUJAHID BIN YUSOF",2018,"PERAK","DISTRICT 057 (PARIT BUNTAR)",57,"PARTI KEADILAN RAKYAT",1,"Minister in the Prime Minister's Department: Religious Affairs","153266377","https://www.facebook.com/DrMujahidYusofRawa",1,1
"856","MUJIBUR RAHMAN BIN ISHAK",2013,"PAHANG","DISTRICT 086 (MARAN)",86,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/Yb-Ustaz-Mujibur-Rahman-bin-Ishak-Adun-Chenor-Pahang-269679937239626",0,0
"857","MUKHRIZ MAHATHIR",2008,"KEDAH","DISTRICT 005 (JERLUN)",5,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Deputy Minister of International Trade and Industry","48193998","https://www.facebook.com/MM.BeraniBerubah",1,1
"858","MUKHRIZ MAHATHIR",2018,"KEDAH","DISTRICT 005 (JERLUN)",5,"PARTI KEADILAN RAKYAT",1,"none","48193998","https://www.facebook.com/MM.BeraniBerubah",1,1
"859","MURA BIN KADIR",2013,"SARAWAK","DISTRICT 193 (SANTUBONG)",193,"PARTI REFORMASI NEGERI",0,"none",NA,"NA",0,0
"860","MURNIE HIDAYAH BINTI ANUAR",2013,"PAHANG","DISTRICT 084 (PAYA BESAR)",84,"PARTI KEADILAN RAKYAT",0,"none","1321979976","NA",0,1
"861","MURUGESAN A L SINNANDAVAR",2013,"SELANGOR","DISTRICT 111 (KOTA RAJA)",111,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"862","MURUGESAN SINNANDAVAR",2008,"SELANGOR","DISTRICT 107 (SUBANG)",107,"NATIONAL FRONT-MALAYSIAN INDIAN CONGRESS",0,"none",NA,"NA",0,0
"863","MUSANIFF BIN AB RAHMAN",2018,"PAHANG","DISTRICT 090 (BERA)",90,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/Musaniff-Ab-Rahman-Official-374060622953231",0,0
"864","MUSTAFFA BIN DAHARUN",2018,"NEGERI SEMBILAN","DISTRICT 127 (JEMPOL)",127,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"865","MUSTAFFA KAMIL BIN AYUB",2008,"PERAK","DISTRICT 073 (PASIR SALAK)",73,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none","145220767","NA",0,1
"866","MUSTAFFA KAMIL BIN AYUB",2013,"PERAK","DISTRICT 073 (PASIR SALAK)",73,"PARTI KEADILAN RAKYAT",0,"none","145220767","NA",0,1
"867","MUSTAPA BIN DATU TAMBUYONG",2018,"SABAH","DISTRICT 187 (KINABATANGAN)",187,"PARTI HARAPAN RAKYAT SABAH",0,"none",NA,"NA; NA",0,0
"868","MUSTAPA BIN MOHAMED",2008,"KELANTAN","DISTRICT 030 (JELI)",30,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Minister of Agriculture and Agro-based Industry; Minister of International Trade and Industry","320586777","NA",0,1
"869","MUSTAPA BIN MOHAMED",2013,"KELANTAN","DISTRICT 030 (JELI)",30,"BARISAN NASIONAL",1,"Minister of International Trade and Industry","320586777","NA",0,1
"870","MUSTAPA BIN MOHAMED",2018,"KELANTAN","DISTRICT 030 (JELI)",30,"BARISAN NASIONAL",1,"Minister in the Prime Minister's Department: Economy","320586777","NA",0,1
"871","N SURENDRAN A L K NAGARAJAN",2013,"KEDAH","DISTRICT 017 (PADANG SERAI)",17,"PARTI KEADILAN RAKYAT",1,"none","233082793","https://www.facebook.com/N.SurendranPKR",1,1
"872","NAH BINTI BUDIN",2008,"JOHOR","DISTRICT 146 (MUAR)",146,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",0,"none","987895470","NA",0,1
"873","NAJIHATUSSALEHAH BINTI AHMAD",2008,"PERAK","DISTRICT 069 (PARIT)",69,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none","205204701","https://www.facebook.com/drnajihatussalehah",0,1
"874","NAJIHATUSSALEHAH BINTI AHMAD",2018,"PERAK","DISTRICT 069 (PARIT)",69,"PARTI ISLAM SE MALAYSIA",0,"none","205204701","https://www.facebook.com/drnajihatussalehah",0,1
"875","NAJMI BIN HJ AHMAD",2013,"KEDAH","DISTRICT 016 (BALING)",16,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"https://www.facebook.com/Dato-Hj-Najmi-Hj-Ahmad-Official-2009035692644549; NA",0,0
"876","NANCY SHUKRI",2008,"SARAWAK","DISTRICT 200 (BATANG SADONG)",200,"NATIONAL FRONT - UNITED TRADITIONAL BUMIPUTERA PARTY",1,"Minister in th","500423251","https://www.facebook.com/hajahnancyshukri",1,1
"877","NANCY SHUKRI",2013,"SARAWAK","DISTRICT 200 (BATANG SADONG)",200,"BARISAN NASIONAL",1,"Minister in the Prime Minister's Department","500423251","https://www.facebook.com/hajahnancyshukri",1,1
"878","NANCY SHUKRI",2018,"SARAWAK","DISTRICT 200 (BATANG SADONG)",200,"BARISAN NASIONAL",1,"Minister of Tourism, Arts and Culture","500423251","https://www.facebook.com/hajahnancyshukri",1,1
"879","NARUDIN BIN MENTALI",2018,"SARAWAK","DISTRICT 201 (BATANG LUPAR)",201,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA; NA",0,0
"880","NASHARUDIN BIN MAT ISA",2008,"KELANTAN","DISTRICT 025 (BACHOK)",25,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",1,"none","133641803","NA",0,1
"881","NASRUDIN BIN HASSAN",2008,"PAHANG","DISTRICT 086 (MARAN)",86,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none","132846330","https://www.facebook.com/ustaztantawi",1,1
"882","NASRUDIN BIN HASSAN",2013,"PAHANG","DISTRICT 088 (TEMERLOH)",88,"PARTI ISLAM SE MALAYSIA",1,"none","132846330","https://www.facebook.com/ustaztantawi",1,1
"883","NASRUDIN BIN HASSAN",2018,"PAHANG","DISTRICT 082 (INDERA MAHKOTA)",82,"PARTI ISLAM SE MALAYSIA",0,"none","132846330","https://www.facebook.com/ustaztantawi",1,1
"884","NATRAH ISMAIL",2018,"JOHOR","DISTRICT 141 (SEKIJANG)",141,"PARTI KEADILAN RAKYAT",1,"none","1361527748645117952","https://www.facebook.com/Natrah-Ismail-1935641926686760; NA",1,1
"885","NAWAWI BIN AHMAD",2013,"KEDAH","DISTRICT 004 (LANGKAWI)",4,"BARISAN NASIONAL",1,"none","1601310228","https://www.facebook.com/Yb-Datoir-Hj-Nawawi-Ahmad-790973047711451; NA",0,1
"886","NAWAWI BIN AHMAD",2018,"KEDAH","DISTRICT 004 (LANGKAWI)",4,"BARISAN NASIONAL",0,"none","1601310228","https://www.facebook.com/Yb-Datoir-Hj-Nawawi-Ahmad-790973047711451; NA",0,1
"887","NAZARIAH BINTI ABBAS",2013,"W.P. KUALA LUMPUR","DISTRICT 115 (BATU)",115,"INDEPENDENT",0,"none",NA,"NA",0,0
"888","NAZREE ARIS",2018,"MELAKA","DISTRICT 135 (ALOR GAJAH)",135,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"889","NG FOOK ON",2013,"PULAU PINANG","DISTRICT 050 (JELUTONG)",50,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/FansOfVoiceOfJelutongNgFookOn; NA",0,0
"890","NG KIAN NAM",2018,"NEGERI SEMBILAN","DISTRICT 130 (RASAH)",130,"BARISAN NASIONAL",0,"none","52940853","https://www.facebook.com/AhnamRasah",1,0
"891","NG LAM HUA",2008,"JOHOR","DISTRICT 152 (KLUANG)",152,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,"NA",0,0
"892","NG PACK SIONG",2008,"JOHOR","DISTRICT 163 (KULAI)",163,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",0,"none",NA,"NA",0,0
"893","NG SIEW LAI",2018,"PULAU PINANG","DISTRICT 049 (TANJONG)",49,"BARISAN NASIONAL",0,"none",NA,"https://www.facebook.com/ngsiewlai99; NA",0,0
"894","NG SONG KHENG",2013,"PULAU PINANG","DISTRICT 049 (TANJONG)",49,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"895","NG WEI AIK",2013,"PULAU PINANG","DISTRICT 049 (TANJONG)",49,"PARTI TINDAKAN DEMOKRATIK",1,"none","NA","https://www.facebook.com/NgWeiAik",1,0
"896","NGA KOR MING",2008,"PERAK","DISTRICT 060 (TAIPING)",60,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none","92917860","https://www.facebook.com/ngakorming",0,1
"897","NGA KOR MING",2013,"PERAK","DISTRICT 060 (TAIPING)",60,"PARTI TINDAKAN DEMOKRATIK",1,"none","92917860","https://www.facebook.com/ngakorming",0,1
"898","NGA KOR MING",2018,"PERAK","DISTRICT 076 (TELUK INTAN)",76,"PARTI KEADILAN RAKYAT",1,"none","92917860","https://www.facebook.com/ngakorming",0,1
"899","NGEH KOO HAM",2008,"PERAK","DISTRICT 068 (BERUAS)",68,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none","143653505","https://www.facebook.com/ybngehkooham",1,1
"900","NGEH KOO HAM",2013,"PERAK","DISTRICT 068 (BERUAS)",68,"PARTI TINDAKAN DEMOKRATIK",1,"none","143653505","https://www.facebook.com/ybngehkooham",1,1
"901","NGEH KOO HAM",2018,"PERAK","DISTRICT 068 (BERUAS)",68,"PARTI KEADILAN RAKYAT",1,"none","143653505","https://www.facebook.com/ybngehkooham",1,1
"902","NICHOLAS BAWIN ANAK ANGGAT",2013,"SARAWAK","DISTRICT 203 (LUBOK ANTU)",203,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"903","NICHOLAS BAWIN ANGGAT",2018,"SARAWAK","DISTRICT 203 (LUBOK ANTU)",203,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"904","NICHOLAS MUJAH ANAK ASON",2013,"SARAWAK","DISTRICT 202 (SRI AMAN)",202,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"905","NIK MAHMOOD BIN NIK HASSAN",2013,"KELANTAN","DISTRICT 027 (TANAH MERAH)",27,"PARTI KEADILAN RAKYAT",0,"none","203487163","NA; NA",0,0
"906","NIK MAZIAN BIN NIK MOHAMAD",2013,"KELANTAN","DISTRICT 028 (PASIR PUTEH)",28,"PARTI ISLAM SE MALAYSIA",1,"none","592501301","NA",0,0
"907","NIK MOHAMAD ABDUH BIN NIK ABDUL AZIZ",2013,"KELANTAN","DISTRICT 022 (PASIR MAS)",22,"PARTI ISLAM SE MALAYSIA",1,"none","751574113","https://www.facebook.com/Nik-Mohamad-Abduh-177786515581027",1,1
"908","NIK MOHAMAD ABDUH BIN NIK ABDUL AZIZ",2018,"KELANTAN","DISTRICT 025 (BACHOK)",25,"PARTI ISLAM SE MALAYSIA",1,"none","751574113","https://www.facebook.com/Nik-Mohamad-Abduh-177786515581027",1,1
"909","NIK NAZMI BIN NIK AHMAD",2018,"W.P. KUALA LUMPUR","DISTRICT 118 (SETIAWANGSA)",118,"PARTI KEADILAN RAKYAT",1,"none","27668274","https://www.facebook.com/niknazminikahmad",1,1
"910","NOEL CHANGGAI BUCKING",2018,"SARAWAK","DISTRICT 204 (BETONG)",204,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"911","NOH OMAR",2008,"SELANGOR","DISTRICT 095 (TANJONG KARANG)",95,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Minister of Enterpreneur and Cooperatives Development; Minister of Agriculture and Agro-based Industry","48985494","https://www.facebook.com/mynohomar",1,1
"912","NOH OMAR",2013,"SELANGOR","DISTRICT 095 (TANJONG KARANG)",95,"BARISAN NASIONAL",1,"Minister of Urban Wellbeing, Housing and Local Government","48985494","https://www.facebook.com/mynohomar",1,1
"913","NOH OMAR",2018,"SELANGOR","DISTRICT 095 (TANJONG KARANG)",95,"BARISAN NASIONAL",1,"none","48985494","https://www.facebook.com/mynohomar",1,1
"914","NOOR AZMI BIN GHAZALI",2013,"PERAK","DISTRICT 058 (BAGAN SERAI)",58,"BARISAN NASIONAL",1,"none","1471981956","https://www.facebook.com/YbDrNoorAzmi",1,1
"915","NOOR AZMI BIN GHAZALI",2018,"PERAK","DISTRICT 058 (BAGAN SERAI)",58,"BARISAN NASIONAL",1,"Deputy Minister of Health","1471981956","https://www.facebook.com/YbDrNoorAzmi",1,1
"916","NOOR HALIM BIN ZAINI",2018,"W.P. LABUAN","DISTRICT 166 (LABUAN)",166,"PARTI WARISAN SABAH",0,"none",NA,"NA",0,0
"917","NOOR HAYATY BINTI MUSTAPHA",2018,"SABAH","DISTRICT 178 (SIPITANG)",178,"PARTI WARISAN SABAH",0,"none",NA,"https://www.facebook.com/parlimenp178sipitang; NA",0,0
"918","NOORITA SUAL",2018,"SABAH","DISTRICT 181 (TENOM)",181,"DEMOCRATIC ACTION PARTY",1,"none",NA,"https://www.facebook.com/nooritasual",1,0
"919","NOR AZ AZLAN BIN AHMAD",2018,"SELANGOR","DISTRICT 095 (TANJONG KARANG)",95,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"920","NOR AZRINA BINTI SURIP",2013,"KEDAH","DISTRICT 014 (MERBOK)",14,"PARTI KEADILAN RAKYAT",0,"none","363929855","https://www.facebook.com/NurinForMerbok; NA",0,1
"921","NOR AZRINA BINTI SURIP",2018,"KEDAH","DISTRICT 014 (MERBOK)",14,"PARTI KEADILAN RAKYAT",1,"none","363929855","https://www.facebook.com/NurinForMerbok; NA",0,1
"922","NOR HIZWAN BIN AHMAD",2013,"JOHOR","DISTRICT 146 (MUAR)",146,"PARTI KEADILAN RAKYAT",0,"none","144499398","NA",0,1
"923","NOR MD BIN YAKCOP",2008,"PENANG (PULAU PINANG)","DISTRICT 042 (TASEK GELUGOR)",42,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Second Minister of Finance; Minister in Prime Minister Department: Economic Planning Unit",NA,"https://www.facebook.com/nor.mohamed.yakcop",1,0
"924","NORAH ABDUL RAHMAN",2008,"SARAWAK","DISTRICT 206 (TANJONG MANIS)",206,"NATIONAL FRONT",1,"none",NA,"NA",0,0
"925","NORAH BINTI ABD RAHMAN",2013,"SARAWAK","DISTRICT 206 (TANJONG MANIS)",206,"BARISAN NASIONAL",1,"none",NA,"NA",0,0
"926","NORAINI AHMAD",2008,"JOHOR","DISTRICT 147 (PARIT SULONG)",147,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Deputy Minister of Human Resources","1690815686","https://www.facebook.com/DrNorainiAhmad",1,0
"927","NORAINI AHMAD",2013,"JOHOR","DISTRICT 147 (PARIT SULONG)",147,"BARISAN NASIONAL",1,"none","1690815686","https://www.facebook.com/DrNorainiAhmad",1,0
"928","NORAINI AHMAD",2018,"JOHOR","DISTRICT 147 (PARIT SULONG)",147,"BARISAN NASIONAL",1,"Minister of Higher Education","1690815686","https://www.facebook.com/DrNorainiAhmad",1,0
"929","NORAINI BINTI HUSSIN",2018,"SELANGOR","DISTRICT 105 (PETALING JAYA)",105,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"930","NORBIN BIN ALOH",2018,"SABAH","DISTRICT 191 (KALABAKAN)",191,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA; NA",0,0
"931","NORDIN BIN OTHMAN",2018,"JOHOR","DISTRICT 165 (TANJUNG PIAI)",165,"PARTI ISLAM SE MALAYSIA",0,"none","214044996","NA",0,1
"932","NORHAFIZA BINTI FADZIL",2018,"KEDAH","DISTRICT 006 (KUBANG PASU)",6,"PARTI ISLAM SE MALAYSIA",0,"none","420779181","NA",0,0
"933","NORHAYATI BINTI KASIM",2013,"PERAK","DISTRICT 054 (GERIK)",54,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"934","NORIAH KASNON",2008,"SELANGOR","DISTRICT 093 (SUNGAI BESAR)",93,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"Deputy Minister of Women, Family, and Community Development; Deputy Minister of Energy, Green Technology and Water","1016925265","https://www.facebook.com/AktivitiYbDatoHjhNoriahKasnon",0,1
"935","NORIAH KASNON",2013,"SELANGOR","DISTRICT 093 (SUNGAI BESAR)",93,"BARISAN NASIONAL",1,"Deputy Minister of Plantation Industries and Commodities","1016925265","https://www.facebook.com/AktivitiYbDatoHjhNoriahKasnon",0,1
"936","NORINA UMOI ANAK UTOT",2018,"SARAWAK","DISTRICT 202 (SRI AMAN)",202,"PARTI KEADILAN RAKYAT",0,"none",NA,"https://www.facebook.com/Norina-Umoi-Utot-1920319081581820; https://www.facebook.com/norinaumoi",0,0
"937","NORJEPRI BIN MOHAMED JELANI",2018,"JOHOR","DISTRICT 155 (TENGGARA)",155,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"938","NORLIZA NGADIRAN",2018,"JOHOR","DISTRICT 157 (PENGERANG)",157,"PARTI KEADILAN RAKYAT",0,"none",NA,"NA",0,0
"939","NORMALA BINTI ABDUL SAMAD",2013,"JOHOR","DISTRICT 159 (PASIR GUDANG)",159,"BARISAN NASIONAL",1,"none","1376012318; 35614487","NA",0,1
"940","NORMAN BIN IPIN",2008,"NEGERI SEMBILAN","DISTRICT 126 (JELEBU)",126,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,"NA",0,0
"941","NORMAN IPIN",2018,"NEGERI SEMBILAN","DISTRICT 126 (JELEBU)",126,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"942","NORSAH BONGSU",2018,"SABAH","DISTRICT 185 (BATU SAPI)",185,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"943","NUR JAZLAN MOHAMED",2008,"JOHOR","DISTRICT 161 (PULAI)",161,"NATIONAL FRONT-UNITED MALAYS NATIONAL ORGANIZATION",1,"none","63005169","https://www.facebook.com/nurjazlanmohamed",1,1
"944","NUR JAZLAN MOHAMED",2013,"JOHOR","DISTRICT 161 (PULAI)",161,"BARISAN NASIONAL",1,"Deputy Minister of Home Affairs 1","63005169","https://www.facebook.com/nurjazlanmohamed",1,1
"945","NUR JAZLAN MOHAMED",2018,"JOHOR","DISTRICT 161 (PULAI)",161,"BARISAN NASIONAL",0,"none","63005169","https://www.facebook.com/nurjazlanmohamed",1,1
"946","NURIDAH BINTI MOHD SALLEH",2013,"PAHANG","DISTRICT 091 (ROMPIN)",91,"PARTI ISLAM SE MALAYSIA",0,"none","1093310188872904832","https://www.facebook.com/ustazahnuridah",1,1
"947","NURIDAH BINTI MOHD SALLEH",2018,"SELANGOR","DISTRICT 107 (SUNGAI BULOH)",107,"PARTI ISLAM SE MALAYSIA",0,"none","1093310188872904832","https://www.facebook.com/ustazahnuridah",1,1
"948","NURUL ISLAM BIN MOHAMED YUSOFF",2018,"SELANGOR","DISTRICT 099 (AMPANG)",99,"PARTI ISLAM SE MALAYSIA",0,"none","245235285","https://www.facebook.com/nislammyusoff; NA",0,1
"949","NURUL IZZAH BINTI ANWAR",2008,"F.T. KUALA LUMPUR (W.P. KUALA LUMPUR)","DISTRICT 121 (LEMBAH PANTAI)",121,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PEOPLE'S JUSTICE PARTY)",1,"none","52584545","https://www.facebook.com/nurulizzahanwar",1,1
"950","NURUL IZZAH BINTI ANWAR",2013,"W.P. KUALA LUMPUR","DISTRICT 121 (LEMBAH PANTAI)",121,"PARTI KEADILAN RAKYAT",1,"none","52584545","https://www.facebook.com/nurulizzahanwar",1,1
"951","NURUL IZZAH BINTI ANWAR",2018,"PULAU PINANG","DISTRICT 044 (PERMATANG PAUH)",44,"PARTI KEADILAN RAKYAT",1,"none","52584545","https://www.facebook.com/nurulizzahanwar",1,1
"952","OEI YANG YANG  NG YEN YEN",2008,"PAHANG","DISTRICT 080 (RAUB)",80,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"Minister of Women, Family, and Community Development; Minister of Tourism","153595756","https://www.facebook.com/DrYenYen",0,1
"953","ONG KA CHUAN",2008,"PERAK","DISTRICT 077 (TANJONG MALIM)",77,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"Minister of Housing and Local Government","867380983938433024","NA",0,1
"954","ONG KA CHUAN",2013,"PERAK","DISTRICT 077 (TANJONG MALIM)",77,"BARISAN NASIONAL",1,"Second Minister of International Trade and Industry","867380983938433024","NA",0,1
"955","ONG KIAN MING",2013,"SELANGOR","DISTRICT 102 (SERDANG)",102,"PARTI TINDAKAN DEMOKRATIK",1,"none","39650205","https://www.facebook.com/ongkianming",1,1
"956","ONG KIAN MING",2018,"SELANGOR","DISTRICT 102 (BANGI)",102,"PARTI KEADILAN RAKYAT",1,"Deputy Minister of International Trade and Industry","39650205","https://www.facebook.com/ongkianming",1,1
"957","ONG SIANG LIANG",2018,"W.P. KUALA LUMPUR","DISTRICT 114 (KEPONG)",114,"BARISAN NASIONAL",0,"none",NA,"NA",0,0
"958","ONG TANG CHUAN",2008,"PENANG (PULAU PINANG)","DISTRICT 045 (BUKIT MERTAJAM)",45,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",0,"none",NA,"NA",0,0
"959","ONG TEE KEAT",2008,"SELANGOR","DISTRICT 100 (PANDAN)",100,"NATIONAL FRONT - MALAYSIA CHINESE ASSOCIATION",1,"Minister of Transport","124474053","https://www.facebook.com/teekeatfanspage",1,1
"960","ONN BIN ABU BAKAR",2013,"JOHOR","DISTRICT 153 (SEMBRONG)",153,"PARTI KEADILAN RAKYAT",0,"none","41544034","https://www.facebook.com/OnnAbuBakarPKR",0,1
"961","ONN BIN ABU BAKAR",2018,"JOHOR","DISTRICT 153 (SEMBRONG)",153,"PARTI KEADILAN RAKYAT",0,"none","41544034","NA",0,1
"962","ONN BIN JAAFAR",2008,"JOHOR","DISTRICT 156 (KOTA TINGGI)",156,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-PAN-ISLAMIC MALAYSIAN PARTY",0,"none",NA,"NA",0,0
"963","ONN BIN JAAFAR",2013,"JOHOR","DISTRICT 156 (KOTA TINGGI)",156,"PARTI ISLAM SE MALAYSIA",0,"none",NA,"NA",0,0
"964","OOI CHUAN AUN",2008,"PENANG (PULAU PINANG)","DISTRICT 050 (JELUTONG)",50,"ALTERNATIVE FRONT (PEOPLE'S ALLIANCE-DEMOCRATIC ACTION PARTY)",1,"none","37811101","NA",0,1
"965","OOI CHUAN AUN",2013,"PULAU PINANG","DISTRICT 050 (JELUTONG)",50,"PARTI TINDAKAN DEMOKRATIK",1,"none","37811101","NA",0,1
"966","OSCAR LING CHAI YEW",2013,"SARAWAK","DISTRICT 212 (SIBU)",212,"PARTI TINDAKAN DEMOKRATIK",1,"none","46362272","https://www.facebook.com/OscarLingchaiyew",1,1
"967","OSCAR LING CHAI YEW",2018,"SARAWAK","DISTRICT 212 (SIBU)",212,"DEMOCRATIC ACTION PARTY",1,"none","46362272","https://www.facebook.com/OscarLingchaiyew",1,1
